0,2,2,Passive
2,1,2,Active
4,2,2,Passive
6,0,4,NULL
10,2,2,Passive
12,2,2,Passive
14,2,2,Passive
16,1,2,Active
18,1,2,Active
20,0,4,NULL
24,1,2,Active
26,2,2,Passive
28,2,2,Passive
30,0,4,NULL
34,2,2,Passive
36,1,2,Active
38,1,2,Active
40,1,2,Active
42,1,2,Active
44,1,2,Active
46,1,2,Active
48,0,6,NULL
54,2,2,Passive
56,1,2,Active
58,1,2,Active
60,1,2,Active
62,2,2,Passive
64,2,2,Passive
66,2,2,Passive
68,2,2,Passive
70,1,2,Active
72,2,2,Passive
74,0,2,NULL
76,1,2,Active
78,0,8,NULL
86,2,2,Passive
88,2,2,Passive
90,2,2,Passive
92,2,2,Passive
94,1,2,Active
96,0,2,NULL
98,1,2,Active
100,2,2,Passive
102,1,2,Active
104,1,2,Active
106,0,2,NULL
108,2,2,Passive
110,2,2,Passive
112,1,2,Active
114,0,2,NULL
116,1,2,Active
118,1,2,Active
120,1,2,Active
122,0,2,NULL
124,2,2,Passive
126,1,2,Active
128,2,2,Passive
130,0,2,NULL
132,2,2,Passive
134,0,2,NULL
136,1,2,Active
138,0,2,NULL
140,2,2,Passive
142,2,2,Passive
144,0,4,NULL
148,1,2,Active
150,1,2,Active
152,2,2,Passive
154,1,2,Active
156,2,2,Passive
158,0,2,NULL
160,2,2,Passive
162,2,2,Passive
164,0,2,NULL
166,2,2,Passive
168,0,4,NULL
172,1,2,Active
174,2,2,Passive
176,0,2,NULL
178,1,2,Active
180,2,2,Passive
182,0,4,NULL
186,1,2,Active
188,2,2,Passive
190,1,2,Active
192,0,2,NULL
194,2,2,Passive
196,1,2,Active
198,1,2,Active
200,2,2,Passive
202,0,2,NULL
204,1,2,Active
206,0,2,NULL
208,1,2,Active
210,1,2,Active
212,0,4,NULL
216,1,2,Active
218,1,2,Active
220,1,2,Active
222,0,4,NULL
226,1,2,Active
228,0,2,NULL
230,1,2,Active
232,2,2,Passive
234,2,2,Passive
236,0,2,NULL
238,2,2,Passive
240,1,2,Active
242,0,2,NULL
244,1,2,Active
246,2,2,Passive
248,0,2,NULL
250,2,2,Passive
252,2,2,Passive
254,1,2,Active
256,2,2,Passive
258,0,2,NULL
260,2,2,Passive
262,2,2,Passive
264,0,2,NULL
266,2,2,Passive
268,0,2,NULL
270,2,2,Passive
272,0,2,NULL
274,1,2,Active
276,1,2,Active
278,0,4,NULL
282,2,2,Passive
284,0,4,NULL
288,1,2,Active
290,2,2,Passive
292,1,2,Active
294,1,2,Active
296,0,2,NULL
298,1,2,Active
300,0,2,NULL
302,2,2,Passive
304,2,2,Passive
306,1,2,Active
308,2,2,Passive
310,0,2,NULL
312,1,2,Active
314,1,2,Active
316,0,2,NULL
318,2,2,Passive
320,0,4,NULL
324,1,2,Active
326,2,2,Passive
328,2,2,Passive
330,0,2,NULL
332,2,2,Passive
334,1,2,Active
336,2,2,Passive
338,2,2,Passive
340,1,2,Active
342,0,2,NULL
344,1,2,Active
346,0,6,NULL
352,1,2,Active
354,2,2,Passive
356,2,2,Passive
358,1,2,Active
